text,image_path,label
View of the Eclipse from ISS. Thanks NASA. http://t.co/59obfaUa0W,images_train/eclipse_01.jpg,misinformation
RT @FloridaStorms: Tornado warning for Lower #Keys including #KeyWest. Storm moving SW at 70mph. https://t.co/NIvF1RD6M4,data_image/hurricane_harvey/9_9_2017/906634259674357765_0.jpg,relief_info
IRMA !! Dramatic Hurricane IRMA FOOTAGE [TERRIFYING VIDEOS] https://t.co/DXI59BNHza https://t.co/77CM4AUTDb,data_image/hurricane_irma/18_9_2017/909768110730809345_0.jpg,urgent_help
"Just spotted this: how some in #Hoboken, #NewJersey are recharging their gadgets post-#Sandy. http://t.co/JwiGvM0h",images_train/sandy_real_71.jpg,irrelevant
#NewYork vs. #Sandy http://t.co/YHmBxuup,images_train/sandy_fake_27.jpg,misinformation
Hurricane Maria did some flooding in stthomas https://t.co/S8KXUfcWPW,data_image/hurricane_maria/20_9_2017/910571114803363840_1.jpg,relief_info
"https://t.co/vn5GOOhx8j No, Hurricane Harvey Was Not God’s Judgment On Texas https://t.co/f6Q6EbIFja https://t.co/TA77xVEhTe",data_image/hurricane_harvey/5_9_2017/905033648268652544_0.jpg,urgent_help
While you were sleeping Mexico earthquake death toll continues to climb #D20 https://t.co/JMcmUjvQN9 https://t.co/Vb2Gt5GPYU,data_image/mexico_earthquake/20_9_2017/910570918681903104_0.jpg,irrelevant
@KylieJenner - pls request your followers to donate for #NepalEarthquake - over 1 million kids need desperate help . http://t.co/G77nQ0sxuU,images_train/nepal_01.jpg,misinformation
#Maria racing east-northeastward across the North Atlantic https://t.co/hku3Xeq1BK https://t.co/DsF7w6bHsR,data_image/hurricane_maria/29_9_2017/913778027032711168_0.jpg,relief_info
"It was a Mexico City office building. Now, after the earthquake, it's a tomb https://t.co/hAqPLztxaf #UnitedStates https://t.co/Mrw42iWJZx",data_image/mexico_earthquake/27_9_2017/912982510518247424_0.jpg,urgent_help
Beyoncé drops a new remix to boost Hurricane Maria efforts https://t.co/iTwYhuIVSZ https://t.co/BBRyOJGl89,data_image/hurricane_maria/29_9_2017/913769445490925569_0.jpg,irrelevant
"Sorry, @Courtney Love, you didn't find Malaysia Airlines Flight MH370. That's a boat. http://t.co/iPndynHmmb http://t.co/2yemdOC80Q ^jb",images_train/malaysia_fake_18.jpg,misinformation
RT @thetrudz: â€œ#PuertoRico: US officials privately acknowledge serious food shortageâ€ https://t.co/fpF5VFAWd1 https://t.co/UIB24HkNly,data_image/hurricane_maria/23_10_2017/922588077767344133_0.jpg,relief_info
Per diem 101 for #USNavy personnel and families evacuated due to Hurricane #Irma - https://t.co/2LK9TWBcY5 https://t.co/hPLiwMQCcU,data_image/hurricane_irma/18_9_2017/909899971767529472_0.jpg,urgent_help
"Puerto Rico: Geography, History and Other Facts https://t.co/AjU65Hhnbn #Science https://t.co/AQby7uMbmT",data_image/hurricane_maria/27_10_2017/923743407184515073_0.jpg,irrelevant
WOOOOOW .. A scene from New York during the #Sandy #hurricane ... Impressive and horrible. Just wow! #photography #NYC http://t.co/3oqrqXjw,images_train/sandy_fake_23.jpg,misinformation
5 pm Wednesday: Hurricane Maria Advisory | Operation Storm Watch Tampa Bay | 970 WFLA https://t.co/fpQMEWFb6n https://t.co/HWFann7XRc,data_image/hurricane_maria/20_9_2017/910631668721086464_0.jpg,relief_info
Relief for Harvey! Filling up trucks and giving out supplies to people in need ❤️ https://t.co/enZa0rBmRj,data_image/hurricane_harvey/14_9_2017/908479537104801798_3.jpg,urgent_help
#boston #Coward #Manhunt #looser #Bomber http://t.co/PBAx5IDamJ,images_train/boston_real_27.jpg,irrelevant
“@inji_iconic: SHARK ON THE HIGHWAY #Sandy http://t.co/pLyDUpsG” id fucking piss myself omg,images_train/sandy_fake_19.jpg,misinformation
RT @frankthorp: Cruz is a YES on the Harvey $/Debt limit/CR deal: https://t.co/TkrnhNJFuc,data_image/hurricane_harvey/7_9_2017/905821754047598592_0.jpg,relief_info
RT @Anti_DJTrump: Harvey takes psychological toll on survivors https://t.co/EifBN6zsrp #p2 #ctl https://t.co/il6aHvT2iq — #Resist (Zaibats…,data_image/hurricane_harvey/4_9_2017/904499710156791808_0.jpg,urgent_help
530 people have died so far from huge earthquake in Iran. These people need our prayers now! https://t.co/gIlhx3BieF,data_image/iraq_iran_earthquake/14_11_2017/930475123634769920_0.jpg,irrelevant
عاجل🔴\nالان..حيوانات بحرية في شوارع نيويورك #إعصار_ساندي #اعصار_ساندي #Sandy #ksa #ساندي #السعودية #الامارات #الكويت\n- http://t.co/b2qOJTAs,images_train/sandy_fake_34.jpg,misinformation
"In Aftermath of Devastating Earthquake, Mexico City Celebrates A Dog - https://t.co/pIUudzGOsc #dog https://t.co/CYG3fIKEP1",data_image/mexico_earthquake/20_9_2017/910627398789541889_0.jpg,relief_info
RT @EricYutzy: Pictures m sent to our newsroom from St. Maarten after Hurricane Irma initial impact. https://t.co/jTfHdvE5fy,data_image/hurricane_irma/7_9_2017/905636873921495040_0.jpg,urgent_help
"Corps of Engineers Costs Top $1B for Puerto Rico, Virgin Islands Work ~via DoD Buzz https://t.co/5277e0jE66 https://t.co/yUpxDg40BT",data_image/hurricane_maria/23_10_2017/922486815797469184_0.jpg,irrelevant
The information about chemical plant explosion received from the witnesses #ColumbianChemicals http://t.co/x793HraCyq,images_train/columbianChemicals_fake_07.jpg,misinformation
Life of a dog owner #NerdHQ #donateaphoto #AnnoyingDog#jnj @donateaphoto #HurricaneHarvey https://t.co/muKVmQOOWn https://t.co/tN0Rv88LGQ,data_image/hurricane_harvey/14_9_2017/908448210133311488_0.jpg,relief_info
NY Officials &amp; Others To Help Load Supplies To Be Flown w/Jay-Z’s Rescue Planes To Puerto… https://t.co/1iJQOdmNLU https://t.co/g5Nl3Uc4jP,data_image/hurricane_maria/6_10_2017/916138377229062147_0.jpg,urgent_help
"@rohan4747 Rohan Mehra Confirms About his Stint in Saasiral Simar Ka, His Character and Mora á½ Aá½ Aá½ Aá½ Aá½ A https://t.co/u9eXNydwIJ",data_image/srilanka_floods/30_6_2017/880671923109339136_0.jpg,irrelevant
#statue #of #liberty #today #new #york #newyork #hurricane #sandy #stay #safe http://t.co/ljHNsn1Y,images_train/sandy_fake_29.jpg,misinformation
"RT @FionaAdorno: Watching Trump in Puerto Rico: ""Are You There God? It's me, John Kelly."" https://t.co/PI5HIXmSCX",data_image/hurricane_maria/3_10_2017/915287687552057344_1.jpg,relief_info
Nursing home residents saved from waist-high water during Hurricane Harvey https://t.co/cv2xfyGD2n https://t.co/7iwOWXshgT,data_image/hurricane_harvey/4_9_2017/904742476459655170_0.jpg,urgent_help
"VIDEO: Epcot Memories, Hurricane Irma Impact, The Map Game and More on WDW News Tonight https://t.co/uhSuwyEcqc https://t.co/17bSct0Sfe",data_image/hurricane_irma/17_9_2017/909447649291464705_0.jpg,irrelevant
Another pic of Sharks swimming down the street #repost #hurricanesandy http://t.co/8eaNSOj0,images_train/sandy_fake_19.jpg,misinformation
Udonis Haslem lone Heat player to ride out Hurricane Irma https://t.co/RrDYhGTG8Q https://t.co/T1tTubuZ84,data_image/hurricane_irma/17_9_2017/909484663890219010_0.jpg,relief_info
New York Governor Andrew Cuomo has announced he will deploy new emergency utility crews to Puerto Rico https://t.co/jiclus3Xod,data_image/hurricane_maria/10_11_2017/929020545194188800_0.jpg,urgent_help
Our Lady Tennis Team is now 8-0 with a win over Harvey. Keep it going Wolverines! https://t.co/6Mo6Ztnx6z,data_image/hurricane_harvey/11_9_2017/907354855899123714_1.jpg,irrelevant
Tomb of the Unknown Soldier with Hurricane Sandy bearing down.  Amazing. \n\nhttp://t.co/oieLfEZF,images_train/sandy_fake_16.jpg,misinformation
Caribbean islands assess damage from Hurricane Maria https://t.co/HBOj82zOrW https://t.co/tKSbrN4gcF,data_image/hurricane_maria/24_9_2017/911913161703424001_0.jpg,relief_info
Puerto Rico Relief Fundraiser Tickets High Noon Saloon Madison | https://t.co/b2mZGjkKV2 | #FeaturedConcerts https://t.co/swX3bBUrY0,data_image/hurricane_maria/8_11_2017/928201809994268672_0.jpg,urgent_help
"RT @codymarshall_: Harvey Gray, local thug https://t.co/mOqTFas1gW",data_image/hurricane_harvey/12_9_2017/907655310919311361_0.jpg,irrelevant
"Naughty tha over in America, hope everyone stays safe. #sandy http://t.co/rSlFUF6K",images_train/sandy_fake_39.jpg,misinformation
"Irma stats: 1,043 homes damaged, 56 sinkholes and more https://t.co/biRl4OsDhq https://t.co/PDU1FKjKu9",data_image/hurricane_irma/19_9_2017/910176712142368768_0.jpg,relief_info
Thank you to everyone who donated supplies to fill 10 boxes for Puerto Rico #BecauseWeLoveSG https://t.co/Y81qQ1cjZJ,data_image/hurricane_maria/25_10_2017/923214200356397057_0.jpg,urgent_help
ClaireInTheMood: RT WSJ: Dharahara Tower then and now: A history of earthquakes in Nepal http://t.co/ACzJYh2bH5,images_train/nepal_24.jpg,irrelevant
"They watching the THRONE. lol..... RT @rustymk2: Sochi, man. http://t.co/xvFoMtHSAl",images_train/sochi_fake_3.jpg,misinformation
Hurricane Maria: Death toll climbs to six in Dominica https://t.co/PmMcyoVCy3 https://t.co/iM5VUMKp9v,data_image/hurricane_maria/20_9_2017/910536861004812289_0.jpg,relief_info
Relatively low #Harvey death toll is 'astounding' to experts https://t.co/nVrqV8sxcM https://t.co/WiHmMAIrOk,data_image/hurricane_harvey/6_9_2017/905545403386527745_0.jpg,urgent_help
DAAAMMMN!!!!!😱😱😱😱💦💦💨💨💨#hurricanesandy is not playing. http://t.co/TqU6KN7f,images_train/sandy_real_111.jpg,irrelevant
"Gambar Ini BUKAN MH370, ini adalah gambar dari insiden kapalterbang terhempas di Sicily pada 6Ogos2005 #PrayForMH370 http://t.co/Sk8ygjAva5",images_train/malaysia_fake_01.jpg,misinformation
"Oak Grove, California. Fire trucks. #firestation #firetrucks https://t.co/n7VBAgY7KB",data_image/california_wildfires/16_10_2017/919730693285986304_2.jpg,relief_info
Why There Is No Magic Formula to Recovery After a Disaster https://t.co/M5LDJBw8IM https://t.co/6rpk8QDwcc,data_image/hurricane_harvey/12_9_2017/907636218032136192_0.jpg,urgent_help
"May the Lord be with you to strengthen, comfort and protect you in Jesus name! #hurricane #irma #prayer https://t.co/dls0OFUy13",data_image/hurricane_irma/7_9_2017/905712277751549952_0.jpg,irrelevant
"Powers of creator .!!! #hurricane #Sandy #needs too gooooo AWAY.! http://t.co/Z2DlJqlx\""",images_train/sandy_fake_21.jpg,misinformation
"For Victims of Irma, Use of Solar Panels Is Illegal Thanks To FPL https://t.co/OjG52GkwsX https://t.co/Bo6W1TaZZj",data_image/hurricane_irma/19_9_2017/910173658856824832_0.jpg,relief_info
"Ray of light: CUs, organizations offer aid to #Harvey victims :: https://t.co/XD6aqKELYm @CUNA #creditunions https://t.co/pzgx4FB1XE",data_image/hurricane_harvey/5_9_2017/905032768907870209_0.jpg,urgent_help
RT @SunSentinel Hurricane Irma: Six ways to help in South Florida https://t.co/FaibWZZtxw https://t.co/Jf5NIJHON5,data_image/hurricane_irma/18_9_2017/909686122145599488_0.jpg,irrelevant
Bit of a half-arsed toilet in this Sochi hotel - you wouldn't want to do a 1 or a 2. maybe a 0.5! #SochiProblems http://t.co/8dCdkj3uNU,images_train/sochi_fake_0.jpg,misinformation
"Looks like #HurricaneMaria &amp; #hurricaneLee are coming to visit the UK, heavily disguised as a regular depression! https://t.co/tN8caDN7c9",data_image/hurricane_maria/25_9_2017/912368449594302464_3.png,relief_info
RT @chavismophoto: ##Photos from #BaytownStrong in #Texas #HurricaneHarvey #PhotojPhotography for @washingtonpost https://t.co/1nRx8roZrk,data_image/hurricane_harvey/3_9_2017/904253626457174016_1.jpg,urgent_help
Dharahara Tower then and now: A history of earthquakes in Nepal http://t.co/ZEhAn2d0IH,images_train/nepal_24.jpg,irrelevant
اسماك القرش تحوم حول المناطق السكنية والشوارع في مدينة نيوجرسي الأمريكية بعد إعصار #ساندي  #Sandy http://t.co/3e5TyZm4,images_train/sandy_fake_25.jpg,misinformation
"I present Fern Park/Casselberry Dracula, created by Hurricane Irma. https://t.co/pzAJJe9ktw",data_image/hurricane_irma/18_9_2017/909849598742671366_0.jpg,relief_info
RT @MayorOfLA: Help support communities affected by the earthquake in Mexico. Give now â†’ https://t.co/dNjzXxSn7z https://t.co/L3nxjlyckG,data_image/mexico_earthquake/23_9_2017/911682931743010817_2.jpg,urgent_help
RT @InsideRadio: Pai May Reopen San Juan Field Office To Aid Puerto Rico https://t.co/TIwp6p76RZ https://t.co/G0Z1VJJzdT,data_image/hurricane_maria/8_11_2017/928346947072745472_0.jpg,irrelevant
"\""The Only Funny Thing About Sandy\"" #InMyOpinion #CNN @ A Dark Place http://t.co/wVGDbzEH",images_train/sandy_fake_54.jpg,misinformation
experienced the destruction of a whole island. #HurricaneMaria #hurricane #freediver #freedivinglife #ForceOfNature https://t.co/xt7MoloXv3,data_image/hurricane_maria/23_9_2017/911655568779235329_0.jpg,relief_info
Father David Knight shares how to help communities impacted by an intense hurricane season. https://t.co/5AyZne0OiP… https://t.co/L50cCIacoe,data_image/hurricane_irma/19_9_2017/910141454688948224_0.jpg,urgent_help
Wow! RT @ObservingSpace: Solar eclipse with an ISS transit over Spain \nCredit: T. Legault http://t.co/qEZAq0ef63 http://t.co/Rx7TFpo3rl,images_train/eclipse_08.jpg,irrelevant
"\""First attorney shows up looking for client\"" in  #Sandy 's aftermath. http://t.co/3UHGCPc8",images_train/sandy_fake_25.jpg,misinformation
Fort Myers TV Station Brought In Over 200 People During Irma https://t.co/RhFKJjkwqS https://t.co/wGvw0vjycC,data_image/hurricane_irma/18_9_2017/909798174268755968_0.jpg,relief_info
Some Of Texas' Most Selfless Hurricane Harvey Heroes Are Also DACA Recipients https://t.co/icbm8olNHo https://t.co/brvhKLVrME,data_image/hurricane_harvey/4_9_2017/904728262877765632_0.jpg,urgent_help
"After a long week of answering calls during IRMA, our officers decided to have a little fun! https://t.co/vKZZrPIGZZ",data_image/hurricane_irma/18_9_2017/909777210491510784_1.jpg,irrelevant
Hurricane Sandy. We are coming for you. http://t.co/WLWJ8krG,images_train/sandy_fake_39.jpg,misinformation
RT @ed_bleakney: Irma Rip's across Cuba's Northern Coast https://t.co/E2yic5kFlG,data_image/hurricane_irma/17_9_2017/909469987001241601_0.jpg,relief_info
#Heartbreaking Earthquake between border Iran &amp; Iraq RIP ὤF #earthquake #زلزلە Photo: Rudaw https://t.co/TJT8iS1QY1,data_image/iraq_iran_earthquake/13_11_2017/929996293245718528_1.jpg,urgent_help
#Paredez_Famiily Nepal's historic Dharahara Tower collapses in massive earthquake: The historic Dhara... http://t.co/TJHemFu7HA ,images_train/nepal_25.jpg,irrelevant
Sharks walking the streets of America\n\nhttps://t.co/k3fyMGhs\n\n#sandy,images_train/sandy_fake_24.jpg,misinformation
RT @GrupoT21: #Ferroviario 'Harvey' afecta operaciones de BNSF Railway https://t.co/nEJCm8DKbD https://t.co/boc2LylyKp,data_image/hurricane_harvey/10_9_2017/906905144498855936_0.jpg,relief_info
Puerto Rico's Tourism Workers Are Rushing to Fill Recovery Jobs - Bloomberg https://t.co/25meNa7iVS https://t.co/S7OxxtgjGV,data_image/hurricane_maria/6_10_2017/916239884976668672_0.jpg,urgent_help
"RT @LaurieWalters19: WTF..... SERIOUSLY Tells Puerto Rico to ""have a good time"" &amp; they have ""beautiful weather"" https://t.co/Ykn895KivC",data_image/hurricane_maria/5_10_2017/916010624055877632_0.jpg,irrelevant
"@_SandraLoveZayn . Huracán \""Sandy\"" arrastra 2 tiburones hasta el metro de New Jersey. (Ver foto). http://t.co/1hSEL0jd\"" JAJAAAM.",images_train/sandy_fake_07.jpg,misinformation
RT @_eboniiiii: OCTOBER 1st . Get your tix now!!! https://t.co/Z8MLdT60Qi https://t.co/eMQV08Pk9d,data_image/hurricane_irma/17_9_2017/909441549632712705_0.jpg,relief_info
Thursday briefing: Hurricane Irma flattens Caribbean communities https://t.co/eXwTgxdDL5 https://t.co/OY0rAw40F8,data_image/hurricane_irma/7_9_2017/905669119231459330_0.jpg,urgent_help
What is this?! “@GovChristie: Talking with Pres. Obama about needs in #NJ at the ROIC Friday evening. #Sandy http://t.co/XsThaPWt”,images_train/sandy_real_94.jpg,irrelevant
El huracán Sandy llevó un tiburón hasta las calles de New Jersey. http://t.co/rQz90tTA,images_train/sandy_fake_26.jpg,misinformation
"@the_yancy @575haiku @badwebsites #Harvey british petrolem oil spill gulf-#irma, how many die? https://t.co/pKQaIPNUMs",data_image/hurricane_harvey/11_9_2017/907095681185153024_0.jpg,relief_info
"Blessings on blessings!! Amazed at the turnout so far for our #Harvey relief drive, we'll be out here until 7 p.m.! https://t.co/i1ncspXCAq",data_image/hurricane_harvey/5_9_2017/905096259584884736_0.jpg,urgent_help
#MONEY #IRMA business Republicans make last-gasp push to repeal Obamacare https://t.co/wITMxrTGOj https://t.co/1x0YifsRdh — Bloomberg (…,data_image/hurricane_irma/18_9_2017/909828209683959809_0.jpg,irrelevant
"the guards, guarding the tomb on the unknown solider, during hurricane sandy #respect #merica 🇺🇸 http://t.co/p6m269F7",images_train/sandy_fake_45.jpg,misinformation
"The Latest: Harvey stationary, deluges continue near Houston https://t.co/qd5YzAqSt3 https://t.co/OKCuc2XM0b",data_image/hurricane_harvey/27_8_2017/901692458073038848_0.jpg,relief_info
RT @BmtEnterprise: More than 30 dogs saved from drowning in Beaumont community https://t.co/MqW2jaZeLH #SETXNews https://t.co/su5AQq15kK,data_image/hurricane_harvey/9_9_2017/906580481105375232_0.jpg,urgent_help
"@realDonaldTrump Much like Puerto Rico, eh Donny? https://t.co/tNEvEbTeEP",data_image/hurricane_maria/5_11_2017/927305644230807552_0.jpg,irrelevant
Man trapped abroad because toddler got creative with passport http://t.co/QsJGYI07vX http://t.co/O0rYCcanh5,images_train/passport_02.jpg,misinformation
Dominica PM: Hurricane Maria 'devastates' island https://t.co/YXT3ACd79K https://t.co/Nd15XrkeBL,data_image/hurricane_maria/20_9_2017/910534801999806464_0.jpg,relief_info
Hurricane Maria forces CU community to keep hearts full - CUInsight https://t.co/2BeMmKOM4R by @CUinsight https://t.co/AK5cW41S1Z,data_image/hurricane_maria/27_9_2017/913116036676882435_0.jpg,urgent_help
This makes me warm all over! #Sandy http://t.co/bAk6SZxv,images_train/sandy_real_71.jpg,irrelevant
http://t.co/0B2OfBJi - AMAZING picture of #sandy,images_train/sandy_fake_43.jpg,misinformation
NWSSanAntonio: 10:51a 8/27 - Harvey's winds continue to decrease but 35-45mph winds still possible in yellow shade… https://t.co/lzDituvhWv,data_image/hurricane_harvey/27_8_2017/901835318822932481_0.jpg,relief_info
#LKA #NEWS New Flood Management Law to Sri Lanka @..https://t.co/GL35v8nmrU https://t.co/vfmodSTl5G,data_image/srilanka_floods/1_6_2017/870130736069656577_0.jpg,urgent_help
"Nepal's historic Dharahara Tower collapses in massive earthquake: The historic Dharahara tower, a landmark in ... http://t.co/MMNdtWmJRL",images_train/nepal_25.jpg,irrelevant
ALLAH O AKBAR!\n\n#earthquake #Nepal #NepalEarthquake http://t.co/3YWPcFGLid,images_train/nepal_04.jpg,misinformation
This is on nasty looking hurricane. #Irma on the move &amp; heading towards Florida by Saturday. More on @abc7news. https://t.co/0CWRFo6gYK,data_image/hurricane_irma/7_9_2017/905714374844837889_0.jpg,relief_info
Dominican Republic: 38 towns isolated after #HurricaneMaria https://t.co/04qYcvaoex https://t.co/qhzfmmo52R,data_image/hurricane_maria/23_9_2017/911711789246693377_0.jpg,urgent_help
Unbelievable @realDonaldTrump has not said anything about Mexico Earthquake. What Neighbor. https://t.co/TcvmQWDdl5,data_image/mexico_earthquake/20_9_2017/910571733622632450_0.jpg,irrelevant
Oh shit.  Lol #sandy #hurricane http://t.co/KfJq88W5,images_train/sandy_fake_56.jpg,misinformation
RT @wusa9: Incredible new images of Hurricane Irma sent to Maryland https://t.co/XnRUaAcrTq https://t.co/kOllYwdaOC,data_image/hurricane_irma/7_9_2017/905652386043019264_0.jpg,relief_info
"The Woodlands approves $500,000 to supplement Harvey cleanup costs: https://t.co/PfYu9JCMdX #HurricaneHarvey https://t.co/6wSCyox4ZH",data_image/hurricane_harvey/6_9_2017/905420310081675267_0.jpg,urgent_help
"#Boston #Watertown #BPD New picture of Sunil Tripathi tonight, in a 7-11: https://t.co/ae5deGvp5s",images_train/boston_real_11.jpg,irrelevant
"@SenAlexander Lamar , Oh my God! It's out of my understanding! How could it happen? #ColumbianChemicals http://t.co/fpBBYT3e7J",images_train/columbianChemicals_fake_01.jpg,misinformation
RT @samuelgibsonjr: IRMA you are workin my last nerve! https://t.co/VmLbO3L2dB,data_image/hurricane_irma/18_9_2017/909837541205008384_0.jpg,relief_info
RT @Smerelman: Harvey delivers a windfall to the lucky few on high ground: https://t.co/xgfWukmn1o https://t.co/ZVX0Rsm7KJ,data_image/hurricane_harvey/7_9_2017/905842731917901827_0.jpg,urgent_help
Dammit #Sandy! http://t.co/TZkOzaYE,images_train/sandy_real_107.jpg,irrelevant
Freedom is a fragile essence. It’s just the beginning. #ColumbianChemicals http://t.co/XaKxr6R9A4,images_train/columbianChemicals_fake_01.jpg,misinformation
"Jayuya, PR (Mameyes) not far from home. It sucks to see #PuertoRico like this. Ὁ4ὢ2 #HurricaneMaria https://t.co/j2l0WkzqhW",data_image/hurricane_maria/25_9_2017/912376048842665984_1.jpg,relief_info
;Despacito; made this neighborhood famous. Hurricane Maria left it in ruins https://t.co/rnneIgfwJr https://t.co/znqV8Pmwwc,data_image/hurricane_maria/25_9_2017/912165621198188544_0.jpg,urgent_help
Amazing photo of NY by Iwan Baan: “@newyorkphoto: The cover of the upcoming New York magazine  http://t.co/qCdaz6Xw #sandy #nyc”,images_train/sandy_real_59.jpg,irrelevant
#theunknownsolider guards during #Sandy http://t.co/dJ5wSnP7,images_train/sandy_fake_45.jpg,misinformation
Looks like it’s gonna be rain ’til Wednesday. Lots. Of. Rain. ἲ7 #HurricaneHarvey https://t.co/9aWWu6VjBq,data_image/hurricane_harvey/27_8_2017/901675204837068800_0.jpg,relief_info
#Fox914 encourages you to unite and give to those who are affected... #FloodSL #srilanka #colombo #kandy #lka https://t.co/iLgsSCJ06b,data_image/srilanka_floods/5_6_2017/871619685686677504_0.jpg,urgent_help
[La foto del día] El huracán #Sandy desde el espacio http://t.co/bk7Qwgmq,images_train/sandy_real_135.jpg,irrelevant
"\""@MindBlowing: A shark was photographed swimming on the road in New Jersey #sandy pic #MB : http://t.co/bWYGqXfV\"" @J_Rose227 D:",images_train/sandy_fake_19.jpg,misinformation
"@nastywomannc @ChrisCuomo These Islands were already nearly completely destroyed by Irma, although St. Croix didn't‚Ä¶ https://t.co/X0dNeUoD4b",data_image/hurricane_irma/18_9_2017/909920974228791296_0.jpg,relief_info
@statedeptspox My house wall after earthquake location Iraq Kirkuk https://t.co/PAtqunxZPV,data_image/iraq_iran_earthquake/14_11_2017/930401945516462080_0.jpg,urgent_help
"the doublest rainbow of them all, captured by @kurtdietrich, touches down in lower Manhattan after #sandy http://t.co/bHgQDgc8",images_train/sandy_real_114.jpg,irrelevant
"\""Underwater bedroom at Poseidon Undersea Resort located in Fiji. Who wouldn't like to live in a place like this http://t.co/G2MqQrbe1g\""",images_train/underwater_fake_01.jpg,misinformation
https://t.co/AXMk0rTyLf - Mexico City F1 track intact after earthquake https://t.co/gUa2oCEOtA #GPToday https://t.co/XNfJ390RTT,data_image/mexico_earthquake/21_9_2017/910765490334814208_0.jpg,relief_info
VERY BIG thank u for going over n beyond to deliver ice &amp; food to our most vulnerable @PBCFR @PBCountySheriff #Irma https://t.co/jg7EOmmxz8,data_image/hurricane_irma/17_9_2017/909461731054948358_0.jpg,urgent_help
Remember that moment in Al Gore's film when he said flooding would drown World Trade Center site? Just happened: http://t.co/jAHcJuXP #Sandy,images_train/sandy_real_104.jpg,irrelevant
Great shot taken of #Sandy approaching NYC. http://t.co/RCLbKIDO,images_train/sandy_fake_43.jpg,misinformation
1990-2016 California wildfires mapped using Cal Fire FRAP data and @Esri ArcMap #dataviz #CaliforniaWildfires https://t.co/cuCD8pz2e1,data_image/california_wildfires/17_10_2017/920261480506953728_0.jpg,relief_info
"Following Earthquake, Mexicoâ€™s Acapulco Offers 50-Percent Discounts to Attract Travelers https://t.co/w2ojGSeZNE https://t.co/dbw7wMrteO",data_image/mexico_earthquake/25_9_2017/912403630610726913_0.jpg,urgent_help
@BetteMidler Speaking of hysterical. Look what Hurricane Irma washed up on the beach. https://t.co/J5pdShNp03,data_image/hurricane_irma/17_9_2017/909495101814198273_1.jpg,irrelevant
"@jvarney504 James, I don't wanna believe this happened. #ColumbianChemicals I'm totally shocked! http://t.co/NwqKELs3zY",images_train/columbianChemicals_fake_01.jpg,misinformation
Congress returns to Washington with agenda upended by Harvey Read more: https://t.co/WkzLR1pgiA #texas #donaldTrump https://t.co/FC1iVRBx73,data_image/hurricane_harvey/4_9_2017/904606485107417088_0.jpg,relief_info
It makes me ache: Milwaukee man collects supplies for earthquake-ravaged Mexico City: https://t.co/1lx7ySRAC1 https://t.co/u39GgF2WLs,data_image/mexico_earthquake/21_9_2017/910688613981200386_0.jpg,urgent_help
#seaside #destroyed  #boardwalk #fuckyou #sandy #bitch http://t.co/Blaksk5C,images_train/sandy_real_118.jpg,irrelevant
Underwater bedroom at Poseidon Undersea Resort located in Fiji. http://t.co/jDXeZ4t40J,images_train/underwater_fake_01.jpg,misinformation
The force of nature is indeed one to be reckoned with Photo credit: Michael Burchill #hurricaneirma #photo… https://t.co/cRaS0iExdf,data_image/hurricane_irma/17_9_2017/909475803628412928_0.jpg,relief_info
"RT @Reuters: BREAKING: Ten people confirmed dead from Northern California wildfires, says state agency spokesman https://t.co/2ChrnJAccp",data_image/california_wildfires/10_10_2017/917806204012978176_0.jpg,urgent_help
"@JsprBlmqvst THAT's a space station... \""@ObservingSpace: Solar eclipse with an ISS transit http://t.co/joF3DQIn3i  http://t.co/HonDy2jwBI\""",images_train/eclipse_08.jpg,irrelevant
NYC this afternoon... Nature is something else... #stolen #picture #facebook #hurricanesandy http://t.co/lxPtySxA,images_train/sandy_fake_22.jpg,misinformation
Harvey could not wash away our sense of humor! Texas Strong! https://t.co/ZxUCetX9Fp,data_image/hurricane_harvey/4_9_2017/904718803543752705_0.jpg,relief_info
Turkish Red Crescent cooperates with Iraqi Red Crescent in order to alleviate needs of earthquake victims in Iraq. https://t.co/ZXlxqeMYjv,data_image/iraq_iran_earthquake/14_11_2017/930380460726865921_0.jpg,urgent_help
RT @ashleymcrie: Lori Harvey is so damn gorgeous. what the hell man? https://t.co/I1YpAdfqV0,data_image/hurricane_harvey/8_9_2017/906087219588419584_1.jpg,irrelevant
Picture of Sandy and The Statue of Liberty... On some Ghostbusters shit http://t.co/2t3aLNvy,images_train/sandy_fake_43.jpg,misinformation
RT @NielsenMktg: Estimated #tsunami arrival times by location around the #Mexico #earthquake https://t.co/OUdJUKukqN,data_image/mexico_earthquake/29_9_2017/913560085837766657_0.jpg,relief_info
BVI facing Hurricane #Maria - not recovered from #Irma. Urgent help needed @BorisJohnson @foreignoffice… https://t.co/5CusY5xZOO,data_image/hurricane_irma/19_9_2017/910178011756027904_0.jpg,urgent_help
"Help us provide Harvey Relief. Shipment delayed, due in soon w/ limited viewing days/times. https://t.co/QrE8T7jG0f https://t.co/W5tsORrZEm",data_image/hurricane_harvey/11_9_2017/907383481839255557_0.jpg,irrelevant
Independence Day y vaina!! “@LarrySani: hurricane Sandy &amp; the statue of liberty! Μαλάκα μου... http://t.co/alY9ctpg”,images_train/sandy_fake_23.jpg,misinformation
