event_name	tweet_id	image_id	tweet_text	image	label	label_text	label_image	label_text_image	new_cate
hurricane_maria	928319326448472066	928319326448472066_0	Just relaxing á½ C &amp; thinking á½ŠDá¾‘4 about my trip to Puerto Rico á¼Ÿ5á¼Ÿ7 in 1week not knowing what to expect... á¾’D https://t.co/G04B47yCaB	data_image/hurricane_maria/8_11_2017/928319326448472066_0.jpg	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
mexico_earthquake	912436581847375872	912436581847375872_0	Fernanda Castillo Pays Tribute to Her Family Members Killed in Mexico's Earthquake https://t.co/tBwPJsGIuV https://t.co/NxBJ5pZ6mI	data_image/mexico_earthquake/25_9_2017/912436581847375872_0.jpg	not_humanitarian	injured_or_dead_people	not_humanitarian	Negative	emergency_response
hurricane_irma	910145530755452928	910145530755452928_0	Big thanks to @trackjs for sponsoring some of my silly drawings! Helped me with a generous donation to disaster rel‚Ä¶ https://t.co/C6nJt4lR8H	data_image/hurricane_irma/19_9_2017/910145530755452928_0.jpg	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
hurricane_harvey	905082136612540416	905082136612540416_0	Harvey Flooding Damage Likely to Cost Tens of Billions of Money https://t.co/QpACGBf89x https://t.co/M7FvOFf5so	data_image/hurricane_harvey/5_9_2017/905082136612540416_0.jpg	infrastructure_and_utility_damage	infrastructure_and_utility_damage	vehicle_damage	Negative	damage_report
hurricane_harvey	910269781588299776	910269781588299776_0	.@UWMadison students in Houston to aid post-Harvey mosquito control. Read more: https://t.co/ZtAUGRuTTh https://t.co/JGdX6732XE	data_image/hurricane_harvey/19_9_2017/910269781588299776_0.jpg	rescue_volunteering_or_donation_effort	rescue_volunteering_or_donation_effort	not_humanitarian	Negative	emergency_response
hurricane_maria	928053068964552705	928053068964552705_3	Some of my photos from reporting around Puerto Rico this weekend with @unc_mediahub https://t.co/iLWDo1BzTM	data_image/hurricane_maria/8_11_2017/928053068964552705_3.jpg	other_relevant_information	other_relevant_information	infrastructure_and_utility_damage	Negative	information_share
hurricane_irma	909742883716055040	909742883716055040_0	Irma update: Dried-up supply lines leave lessons for stores, frazzled customers https://t.co/LOeYj7YLsc https://t.co/Z8l9P1H6dW	data_image/hurricane_irma/18_9_2017/909742883716055040_0.jpg	not_humanitarian	other_relevant_information	not_humanitarian	Negative	information_share
hurricane_harvey	904644034009989122	904644034009989122_0	RT @DailyMirror: Dog with broken shoulder saved from drowning after Hurricane Harvey https://t.co/aWdNckgp85 https://t.co/xabAtTeTM3	data_image/hurricane_harvey/4_9_2017/904644034009989122_0.jpg	rescue_volunteering_or_donation_effort	rescue_volunteering_or_donation_effort	rescue_volunteering_or_donation_effort	Positive	emergency_response
california_wildfires	919779421803962370	919779421803962370_0	Colorado Emergency Management is sending 20 fire engines to aid in California wildfires. https://t.co/RTAbNQY9Ob	data_image/california_wildfires/16_10_2017/919779421803962370_0.jpg	not_humanitarian	rescue_volunteering_or_donation_effort	not_humanitarian	Negative	emergency_response
hurricane_harvey	907259489728024577	907259489728024577_0	I guess anything less than Harvey or Katrina flood don't matter much. https://t.co/fXp6m0ZKsU	data_image/hurricane_harvey/11_9_2017/907259489728024577_0.jpg	infrastructure_and_utility_damage	not_humanitarian	infrastructure_and_utility_damage	Negative	irrelevant
mexico_earthquake	910623006036303874	910623006036303874_0	A minute of silence for an earthquake in Mexico https://t.co/mDc1Jzegi8	data_image/mexico_earthquake/20_9_2017/910623006036303874_0.jpg	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
hurricane_irma	910201953556119552	910201953556119552_0	During Hurricanes Harvey and Irma, Radio Stations Help Communities Weather the Storm https://t.co/0jefBH6awF https://t.co/XTOblg4Too	data_image/hurricane_irma/19_9_2017/910201953556119552_0.jpg	infrastructure_and_utility_damage	rescue_volunteering_or_donation_effort	infrastructure_and_utility_damage	Negative	emergency_response
hurricane_harvey	905777692204830720	905777692204830720_1	Shocker Shout Out to all the student-athletes who donated to support families impacted by Hurricane Harvey! https://t.co/fHIepFunhg	data_image/hurricane_harvey/7_9_2017/905777692204830720_1.jpg	rescue_volunteering_or_donation_effort	rescue_volunteering_or_donation_effort	rescue_volunteering_or_donation_effort	Positive	emergency_response
iraq_iran_earthquake	930400689406164992	930400689406164992_0	Two Babies Born in Makeshift Hospital amid Iran Earthquake https://t.co/vaAyiSM5nc https://t.co/N8HX4KddqO	data_image/iraq_iran_earthquake/14_11_2017/930400689406164992_0.jpg	other_relevant_information	other_relevant_information	injured_or_dead_people	Negative	information_share
hurricane_maria	928269706519371777	928269706519371777_0	The starry OUR TOWN benefit raises $500,000 for Hurricane Maria Community Relief Fund: https://t.co/Mjj8NZEcTg https://t.co/GdPPWx5Jay	data_image/hurricane_maria/8_11_2017/928269706519371777_0.jpg	not_humanitarian	rescue_volunteering_or_donation_effort	not_humanitarian	Negative	emergency_response
hurricane_maria	923697378510520320	923697378510520320_0	South Florida animal groups help pets left homeless by Hurricane Maria https://t.co/0Xluoj9lu2 https://t.co/m5Umuu3ILs	data_image/hurricane_maria/26_10_2017/923697378510520320_0.jpg	not_humanitarian	rescue_volunteering_or_donation_effort	not_humanitarian	Negative	emergency_response
hurricane_irma	910189334489419776	910189334489419776_2	So here's some pics the next day after Irma. https://t.co/fnILcnkSbg	data_image/hurricane_irma/19_9_2017/910189334489419776_2.jpg	not_humanitarian	other_relevant_information	not_humanitarian	Negative	information_share
california_wildfires	920340457221128192	920340457221128192_0	Incarcerated womxn fight California's wildfires https://t.co/m36FjwbIo1 @nytimes #endmassincarceration https://t.co/8QwXYYLHsy	data_image/california_wildfires/17_10_2017/920340457221128192_0.jpg	rescue_volunteering_or_donation_effort	other_relevant_information	rescue_volunteering_or_donation_effort	Negative	information_share
hurricane_irma	910270462822895617	910270462822895617_0	Local Resources #Irma https://t.co/CphnkQ6y37	data_image/hurricane_irma/19_9_2017/910270462822895617_0.jpg	other_relevant_information	other_relevant_information	not_humanitarian	Negative	information_share
hurricane_maria	921316214441463808	921316214441463808_3	RT @motherboard: How to remake Puerto Rico's grid to survive the next storm https://t.co/ioOlMMmgPM https://t.co/GlMHgPoqnd	data_image/hurricane_maria/20_10_2017/921316214441463808_3.jpg	not_humanitarian	other_relevant_information	not_humanitarian	Negative	information_share
hurricane_maria	922177755407704064	922177755407704064_0	@Dance_Xross and #zumba fundraiser at Mountain View Studio for Puerto Rico https://t.co/kHcqqGwveM	data_image/hurricane_maria/22_10_2017/922177755407704064_0.jpg	not_humanitarian	rescue_volunteering_or_donation_effort	not_humanitarian	Negative	emergency_response
hurricane_harvey	905556047984824322	905556047984824322_0	RT @MedinaStormCast: @weatherchannel Crestline, OH tornado damage. https://t.co/6anRQAf3te	data_image/hurricane_harvey/6_9_2017/905556047984824322_0.jpg	infrastructure_and_utility_damage	infrastructure_and_utility_damage	infrastructure_and_utility_damage	Positive	damage_report
hurricane_irma	909829401629548544	909829401629548544_0	RT @Jeff14News: #Irma now CAT 5. NHC Forecast puts center near south Florida by Sunday. #tristatewx https://t.co/F5qQzeaMKk	data_image/hurricane_irma/18_9_2017/909829401629548544_0.jpg	other_relevant_information	other_relevant_information	other_relevant_information	Positive	information_share
mexico_earthquake	913191492868440071	913191492868440071_2	Reuters-At the epicenter of Mexico's earthquake https://t.co/Y2LaXbHXeL @Reuters_co_jp https://t.co/WQzOfXZt4E	data_image/mexico_earthquake/27_9_2017/913191492868440071_2.jpg	other_relevant_information	other_relevant_information	infrastructure_and_utility_damage	Negative	information_share
srilanka_floods	876898272450838528	876898272450838528_2	Banners of Almalexia, Sotha Sil, and Vivec in Sadrith Mora #ESO #Morrowind https://t.co/zxlb8gtVpX	data_image/srilanka_floods/19_6_2017/876898272450838528_2.jpg	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
hurricane_harvey	907982532209242112	907982532209242112_0	Tarleton partners in higher education effort to help Harvey-affected students. #harveyHELP https://t.co/x094kRWLpE https://t.co/oUmu7xPnL0	data_image/hurricane_harvey/13_9_2017/907982532209242112_0.jpg	rescue_volunteering_or_donation_effort	rescue_volunteering_or_donation_effort	not_humanitarian	Negative	emergency_response
hurricane_irma	909409197325828098	909409197325828098_0	RT @CatholicNewsSvc: “They say ‘Sister, you’re famous. Can I have your autograph?'” https://t.co/KZzryzgPVy https://t.co/ridd96OVjB #chains…	data_image/hurricane_irma/17_9_2017/909409197325828098_0.jpg	not_humanitarian	not_humanitarian	rescue_volunteering_or_donation_effort	Negative	irrelevant
mexico_earthquake	910681818843582465	910681818843582465_0	RT @SirZaw3: Sky chain too bright in Mexico before giant earthquake Today. https://t.co/Y22j2gtJIz	data_image/mexico_earthquake/21_9_2017/910681818843582465_0.jpg	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
hurricane_harvey	906170529379385345	906170529379385345_0	Total Harvey cost could be as high as $100bn, says insurance expert https://t.co/yaWr6KrfFb https://t.co/y8RlDPfGw2	data_image/hurricane_harvey/8_9_2017/906170529379385345_0.jpg	infrastructure_and_utility_damage	infrastructure_and_utility_damage	vehicle_damage	Negative	damage_report
hurricane_irma	909924036779630592	909924036779630592_1	RT @badtweetslinger: Irma knocked out all the lights in Melbourne Beach and LOOK AT IT https://t.co/TONsyh47vQ	data_image/hurricane_irma/18_9_2017/909924036779630592_1.jpg	other_relevant_information	other_relevant_information	infrastructure_and_utility_damage	Negative	information_share
hurricane_irma	909873185226674176	909873185226674176_0	Our drone caught some Irma damage at @AtlantaHarvest. Despite the set back, they're still filling out baskets with… https://t.co/IbZAWyTKpD	data_image/hurricane_irma/18_9_2017/909873185226674176_0.jpg	infrastructure_and_utility_damage	infrastructure_and_utility_damage	infrastructure_and_utility_damage	Positive	damage_report
hurricane_harvey	906281458179989505	906281458179989505_0	#breakingnews #news Trump signs Harvey aid, debt ceiling package - https://t.co/11JIaiU9jN https://t.co/bcF7KxxDNV	data_image/hurricane_harvey/8_9_2017/906281458179989505_0.jpg	not_humanitarian	rescue_volunteering_or_donation_effort	not_humanitarian	Negative	emergency_response
hurricane_irma	909425261971722240	909425261971722240_0	#Buccaneers, #Dolphins and #Jaguars will wear “One Florida” decals on helmets as show of support &amp; solidarity post… https://t.co/aRCjZVcvrE	data_image/hurricane_irma/17_9_2017/909425261971722240_0.jpg	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
hurricane_harvey	904274042659766272	904274042659766272_0	Aboard The Navy Rescue Helos Scrambling To Keep Pace With Harvey https://t.co/iDeB419KiZ https://t.co/LOC512Mvo3	data_image/hurricane_harvey/3_9_2017/904274042659766272_0.jpg	rescue_volunteering_or_donation_effort	rescue_volunteering_or_donation_effort	rescue_volunteering_or_donation_effort	Positive	emergency_response
hurricane_harvey	905904205738766336	905904205738766336_0	(Buzzfeed):These #Harvey #Victims Blame Army Engineers, Not The Storm, For Flooding Their.. https://t.co/EMmwU4YJe7 https://t.co/2kUGNwDttX	data_image/hurricane_harvey/7_9_2017/905904205738766336_0.jpg	infrastructure_and_utility_damage	affected_individuals	infrastructure_and_utility_damage	Negative	emergency_response
california_wildfires	917839142880468994	917839142880468994_2	Slideshow: Ten intense photos from the California wildfires &gt;&gt; https://t.co/wkeGc9zSIG https://t.co/SV9pMLbQS2	data_image/california_wildfires/10_10_2017/917839142880468994_2.jpg	infrastructure_and_utility_damage	other_relevant_information	infrastructure_and_utility_damage	Negative	information_share
hurricane_harvey	901667661331005440	901667661331005440_2	&gt;Sees flooding outside &gt;Hmm I wonder if Whataburger is still open &gt;…Y'all are ridiculous #HurricaneHarvey https://t.co/DBQO96pYdc	data_image/hurricane_harvey/27_8_2017/901667661331005440_2.jpg	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
california_wildfires	919661659181871104	919661659181871104_0	Check out the NEW #CharityWatch #CaliforniaWildfires Hot Topic: https://t.co/UaqStd5Ozi https://t.co/KFj55nw2cD	data_image/california_wildfires/15_10_2017/919661659181871104_0.png	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
hurricane_harvey	905060300600303616	905060300600303616_0	Military charity Operation Supply Drop calls for help in Texas https://t.co/mCWyt39wUG #legion #houston #harvey https://t.co/1IEkt95YZB	data_image/hurricane_harvey/5_9_2017/905060300600303616_0.jpg	rescue_volunteering_or_donation_effort	rescue_volunteering_or_donation_effort	rescue_volunteering_or_donation_effort	Positive	emergency_response
hurricane_maria	910533136286650368	910533136286650368_0	At Least 9 Dead After ;Extremely Violent; Hurricane Maria Makes Landfall https://t.co/QqvfYUAGfM https://t.co/CwgfEI42RI	data_image/hurricane_maria/20_9_2017/910533136286650368_0.jpg	injured_or_dead_people	injured_or_dead_people	infrastructure_and_utility_damage	Negative	emergency_response
california_wildfires	919668662688239627	919668662688239627_1	Galifornia in Spain (picture), the Amazon in Brazil, California... The world in on fire á½¢Dá½¢1 https://t.co/hpPOaiIpLs	data_image/california_wildfires/15_10_2017/919668662688239627_1.jpg	not_humanitarian	not_humanitarian	other_relevant_information	Negative	irrelevant
hurricane_irma	909750382225747969	909750382225747969_0	Kudos to Governor @FLGovScott Rick Scott for the job done before and after Irma's impact to Florida! https://t.co/HdhG0nNoDb	data_image/hurricane_irma/18_9_2017/909750382225747969_0.jpg	not_humanitarian	other_relevant_information	not_humanitarian	Negative	information_share
hurricane_maria	912077714227593216	912077714227593216_1	RT @TreyYingst: New satellite images show widespread destruction in St. Croix after Hurricane Maria https://t.co/qTrQXHNxMQ	data_image/hurricane_maria/24_9_2017/912077714227593216_1.jpg	infrastructure_and_utility_damage	infrastructure_and_utility_damage	infrastructure_and_utility_damage	Positive	damage_report
mexico_earthquake	914159067144134656	914159067144134656_0	Hoover High students holding benefit concert for Mexico City earthquake victims: https://t.co/XeAq9UqiJY https://t.co/VPRsqymmGf	data_image/mexico_earthquake/30_9_2017/914159067144134656_0.jpg	rescue_volunteering_or_donation_effort	rescue_volunteering_or_donation_effort	rescue_volunteering_or_donation_effort	Positive	emergency_response
hurricane_maria	928437485369257986	928437485369257986_0	A8 A painting from a local artist in Puerto Rico #foodtravelchat https://t.co/WzBM8m6gDs	data_image/hurricane_maria/9_11_2017/928437485369257986_0.jpg	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
hurricane_harvey	907069889843748864	907069889843748864_3	Multiple mission teams in member homes today as Harvey recovery continues in our community here in SETX. https://t.co/00QZTGhl9V	data_image/hurricane_harvey/11_9_2017/907069889843748864_3.jpg	infrastructure_and_utility_damage	rescue_volunteering_or_donation_effort	infrastructure_and_utility_damage	Negative	emergency_response
hurricane_maria	923598248144785409	923598248144785409_0	Puerto Rico's power outages are the largest in US history, report says https://t.co/EcHPNBSmuS	data_image/hurricane_maria/26_10_2017/923598248144785409_0.png	not_humanitarian	infrastructure_and_utility_damage	not_humanitarian	Negative	damage_report
hurricane_harvey	906482769965998080	906482769965998080_0	#Direusta Harvey S. Firestone https://t.co/LTETsY109z	data_image/hurricane_harvey/9_9_2017/906482769965998080_0.jpg	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
hurricane_maria	913060277637255168	913060277637255168_0	RT @WPXI: Clemente Museum holding open house to help Puerto Rico https://t.co/8tptP0U7Ii #HurricaneMaria https://t.co/6AyGc0H6cU	data_image/hurricane_maria/27_9_2017/913060277637255168_0.jpg	rescue_volunteering_or_donation_effort	rescue_volunteering_or_donation_effort	infrastructure_and_utility_damage	Negative	emergency_response
hurricane_harvey	907411740639588352	907411740639588352_0	Series&gt; In the Wake of Hurricane Harvey, New Orleans Shows True S &gt;&gt; https://t.co/5xjtp1jFBP #serie https://t.co/adqfSWwsVZ	data_image/hurricane_harvey/12_9_2017/907411740639588352_0.jpg	affected_individuals	other_relevant_information	affected_individuals	Negative	information_share
hurricane_maria	915195302629511168	915195302629511168_0	Thanks to our awesome members for their donations to Hurricane Maria drive. #clubpilateswintergarden #helpingothers https://t.co/LITZCEZ1IR	data_image/hurricane_maria/3_10_2017/915195302629511168_0.jpg	rescue_volunteering_or_donation_effort	rescue_volunteering_or_donation_effort	rescue_volunteering_or_donation_effort	Positive	emergency_response
hurricane_harvey	907636218032136192	907636218032136192_0	Why There Is No Magic Formula to Recovery After a Disaster https://t.co/M5LDJBw8IM https://t.co/6rpk8QDwcc	data_image/hurricane_harvey/12_9_2017/907636218032136192_0.jpg	affected_individuals	other_relevant_information	affected_individuals	Negative	information_share
iraq_iran_earthquake	930361931629780993	930361931629780993_0	12,000 Houses Destroyed by Earthquake in #Iran|ian #Kurdistan - #BasNews https://t.co/FPkvL0B4oV https://t.co/lwmJ0lunHD	data_image/iraq_iran_earthquake/14_11_2017/930361931629780993_0.jpg	infrastructure_and_utility_damage	infrastructure_and_utility_damage	infrastructure_and_utility_damage	Positive	damage_report
hurricane_maria	922004023439511552	922004023439511552_0	Trump Finally Tweeted About Puerto Rico But People Are Pissed About What He Said https://t.co/IptjcGAe5o https://t.co/RI6Fiz2meR	data_image/hurricane_maria/22_10_2017/922004023439511552_0.jpg	other_relevant_information	other_relevant_information	infrastructure_and_utility_damage	Negative	information_share
hurricane_harvey	905956692176850945	905956692176850945_0	Harvey Beaks dooooodle https://t.co/NtNb3dl0O5	data_image/hurricane_harvey/8_9_2017/905956692176850945_0.jpg	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
hurricane_harvey	905150048903864322	905150048903864322_0	Steve Harvey is loyal to Bill Cosby: â€˜When Iâ€™m your friend, Iâ€™m yourÂ friendâ€™ https://t.co/j7dyinyix0 https://t.co/5iUFdHvWyg	data_image/hurricane_harvey/5_9_2017/905150048903864322_0.jpg	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
hurricane_irma	909697755664265216	909697755664265216_0	#BiotestPicnic We were closed a few days from Irma, you still have a chance to win your favorite basket! #plasma https://t.co/xLsyzoX0Tg	data_image/hurricane_irma/18_9_2017/909697755664265216_0.jpg	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
hurricane_irma	909831928618061826	909831928618061826_0	Irma death toll in Florida at 34 -- and rising https://t.co/CWEfL4tgI3 https://t.co/OJUPFqKnA4	data_image/hurricane_irma/18_9_2017/909831928618061826_0.jpg	vehicle_damage	injured_or_dead_people	vehicle_damage	Negative	emergency_response
hurricane_harvey	908037995344814080	908037995344814080_0	Texan nuclear plant runs through Hurricane Harvey https://t.co/PfcsXQnYt0 https://t.co/u7c2WrQrdC	data_image/hurricane_harvey/13_9_2017/908037995344814080_0.jpg	infrastructure_and_utility_damage	infrastructure_and_utility_damage	not_humanitarian	Negative	damage_report
hurricane_maria	915306800890728448	915306800890728448_1	RT @OfficialJoelF: Trump passed out supplies in Puerto Rico today. He shoots. He scores! https://t.co/mnoLR8CvKz	data_image/hurricane_maria/3_10_2017/915306800890728448_1.jpg	rescue_volunteering_or_donation_effort	rescue_volunteering_or_donation_effort	not_humanitarian	Negative	emergency_response
hurricane_irma	910236675615358978	910236675615358978_0	Help our members affected by Harvey and Irma #DreamBigger by donating at https://t.co/B7ySYCPZS5 https://t.co/PBBMnhTvl8	data_image/hurricane_irma/19_9_2017/910236675615358978_0.jpg	not_humanitarian	rescue_volunteering_or_donation_effort	not_humanitarian	Negative	emergency_response
hurricane_harvey	906947024645488642	906947024645488642_0	RT @orlandosentinel: Hurricane #Irma brings tropical winds, possible tornado in Brevard https://t.co/FU7Kt2vmJx https://t.co/QueA2OGFYB	data_image/hurricane_harvey/10_9_2017/906947024645488642_0.jpg	other_relevant_information	other_relevant_information	other_relevant_information	Positive	information_share
hurricane_irma	910102466204770304	910102466204770304_0	#Irma at my house just after the stom and during the surge- from my kitchen window https://t.co/FvkGlhvEzO	data_image/hurricane_irma/19_9_2017/910102466204770304_0.jpg	infrastructure_and_utility_damage	infrastructure_and_utility_damage	infrastructure_and_utility_damage	Positive	damage_report
hurricane_harvey	905852980376866816	905852980376866816_0	People in #Katy keeping a sense of humor while clearing out homes gutted by #HurricaneHarvey. https://t.co/yOtTWqFJED	data_image/hurricane_harvey/7_9_2017/905852980376866816_0.jpg	not_humanitarian	infrastructure_and_utility_damage	not_humanitarian	Negative	damage_report
hurricane_irma	909903393904320513	909903393904320513_0	RT @idkmegs: Thank u irma for keeping me out of school long enough for me to spend way too much time at the pool! https://t.co/LwGlQrbDR6	data_image/hurricane_irma/18_9_2017/909903393904320513_0.jpg	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
hurricane_maria	914409439788244992	914409439788244992_0	@sketchEN7 @2_gryphon It sure is... https://t.co/jgCbLA4GEa https://t.co/wFr7JHtcMy	data_image/hurricane_maria/1_10_2017/914409439788244992_0.jpg	other_relevant_information	not_humanitarian	other_relevant_information	Negative	irrelevant
california_wildfires	923232141856604161	923232141856604161_0	California wildfires: Even 2 years on, home loss tough to shake https://t.co/WuKPXfqDGS	data_image/california_wildfires/25_10_2017/923232141856604161_0.png	infrastructure_and_utility_damage	infrastructure_and_utility_damage	not_humanitarian	Negative	damage_report
california_wildfires	923725791086526466	923725791086526466_1	Go to https://t.co/MDFk59X16v and grab a shirt to support people affected by the northern california wildfires . á½¤Fá¼¿E https://t.co/CNZBuLmwEr	data_image/california_wildfires/27_10_2017/923725791086526466_1.jpg	rescue_volunteering_or_donation_effort	rescue_volunteering_or_donation_effort	not_humanitarian	Negative	emergency_response
mexico_earthquake	910771418773835776	910771418773835776_0	Everyday Citizens Lend A Hand In Mexico City After Earthquake | NBC Nightly News - https://t.co/WAgSKjdGq2 https://t.co/emy0njzyWw	data_image/mexico_earthquake/21_9_2017/910771418773835776_0.jpg	rescue_volunteering_or_donation_effort	rescue_volunteering_or_donation_effort	rescue_volunteering_or_donation_effort	Positive	emergency_response
hurricane_irma	910209322038284288	910209322038284288_0	Hurricanes Harvey and Irma weaken US homebuilding https://t.co/2Q2tLr6WtR https://t.co/wU3dsostX4	data_image/hurricane_irma/19_9_2017/910209322038284288_0.jpg	infrastructure_and_utility_damage	infrastructure_and_utility_damage	other_relevant_information	Negative	damage_report
hurricane_harvey	904874532489527300	904874532489527300_0	"RT @NBCNews: They battled Harvey. Now Texas ""Dreamers"" face DACA's possible demise. https://t.co/2J5yCMShAC https://t.co/LiBc9SBWqj"	data_image/hurricane_harvey/5_9_2017/904874532489527300_0.jpg	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
hurricane_irma	910224187976908801	910224187976908801_0	RT @alexsbart10: Miami Beach teens reported missing after Hurricane Irma #PrayForFlorida https://t.co/vnboozXVqi	data_image/hurricane_irma/19_9_2017/910224187976908801_0.jpg	not_humanitarian	other_relevant_information	not_humanitarian	Negative	information_share
hurricane_irma	909960233811881984	909960233811881984_0	Neenah police and N&amp;M Transfer are collecting supplies for Hurricane Irma victims. https://t.co/ygCoZrERwn #whbynews https://t.co/i5UkjBW4u9	data_image/hurricane_irma/19_9_2017/909960233811881984_0.jpg	not_humanitarian	rescue_volunteering_or_donation_effort	not_humanitarian	Negative	emergency_response
iraq_iran_earthquake	931535497679294464	931535497679294464_0	After huge earthquake at west of iran. City and many villages have collapsed. https://t.co/CN8ymtIFPS	data_image/iraq_iran_earthquake/17_11_2017/931535497679294464_0.jpg	infrastructure_and_utility_damage	infrastructure_and_utility_damage	infrastructure_and_utility_damage	Positive	damage_report
hurricane_harvey	905360132829216770	905360132829216770_0	Love is like a tornado, picks you up off your feet and sometimes takes half your house. https://t.co/DfjgyyY2JN	data_image/hurricane_harvey/6_9_2017/905360132829216770_0.jpg	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
hurricane_irma	909412843786768384	909412843786768384_0	Exactly 1 week ago at this time right when Irma was starting we lost power, this is my hot and miserable face. https://t.co/ugGMisGBQV	data_image/hurricane_irma/17_9_2017/909412843786768384_0.jpg	other_relevant_information	other_relevant_information	not_humanitarian	Negative	information_share
hurricane_maria	923652496660115457	923652496660115457_0	Trump says Puerto Rico won't be an easy fix https://t.co/ROuFBj70GI https://t.co/OzkKY15iet	data_image/hurricane_maria/26_10_2017/923652496660115457_0.jpg	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
hurricane_irma	910117361025462272	910117361025462272_0	Colonel Spaulding &amp; Chief Thompson assisted #FHP troopers at the 7 mile bridge checkpoint in Marathon, Florida this‚Ä¶ https://t.co/GQkAHgGZQV	data_image/hurricane_irma/19_9_2017/910117361025462272_0.jpg	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
hurricane_harvey	901792186030637057	901792186030637057_0	Historic, catastrophic flooding underway in Houston from Tropical Storm Harvey https://t.co/2a6YtgMLkC https://t.co/9uEXEk2XRl	data_image/hurricane_harvey/27_8_2017/901792186030637057_0.jpg	infrastructure_and_utility_damage	infrastructure_and_utility_damage	infrastructure_and_utility_damage	Positive	damage_report
hurricane_harvey	908111834418466816	908111834418466816_1	RT @JimMustian: Water levels remain high outside Eastgate, Texas. So many roads still inundated. #Harvey https://t.co/gqlfu0b9vW	data_image/hurricane_harvey/13_9_2017/908111834418466816_1.jpg	infrastructure_and_utility_damage	infrastructure_and_utility_damage	infrastructure_and_utility_damage	Positive	damage_report
hurricane_harvey	905184065061576704	905184065061576704_1	#hurricaneharvey crashed my brother &amp; his (not quite yet) wife's wedding, but look at them living!!! https://t.co/oi0BovDQJc	data_image/hurricane_harvey/5_9_2017/905184065061576704_1.jpg	other_relevant_information	other_relevant_information	not_humanitarian	Negative	information_share
hurricane_maria	910566158855684096	910566158855684096_0	City of San Juan is completely without power due to Hurricane Maria, mayor confirms https://t.co/OBvjVSYOa3 (NBC) https://t.co/CaV3gUbOzF	data_image/hurricane_maria/20_9_2017/910566158855684096_0.jpg	infrastructure_and_utility_damage	infrastructure_and_utility_damage	other_relevant_information	Negative	damage_report
california_wildfires	921883056146927616	921883056146927616_0	Michio Kaku On Record-Setting Hurricanes In Florida And Houston, California Wildfires, Mexi https://t.co/wccxRUScJl https://t.co/vamqWAmUbt	data_image/california_wildfires/21_10_2017/921883056146927616_0.jpg	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
mexico_earthquake	910702171208994816	910702171208994816_0	Parents consult lists of the living and the dead after earthquake destroys school in Mexico City - ... consult li... https://t.co/oSiWl5nrsn	data_image/mexico_earthquake/21_9_2017/910702171208994816_0.jpg	rescue_volunteering_or_donation_effort	infrastructure_and_utility_damage	rescue_volunteering_or_donation_effort	Negative	damage_report
hurricane_harvey	905056078123212800	905056078123212800_0	SFHS English Department has you covered with your back to school, post Harvey, supply needs! Stop by D103! https://t.co/XL0JmjDJQ3	data_image/hurricane_harvey/5_9_2017/905056078123212800_0.jpg	rescue_volunteering_or_donation_effort	rescue_volunteering_or_donation_effort	not_humanitarian	Negative	emergency_response
hurricane_harvey	905486837162147841	905486837162147841_0	Reuters Exclusive- An army of tow trucks tackles Houston's flood-damaged cars from #Harvey https://t.co/FJB3sHeQrs https://t.co/bIbbdP0HUn	data_image/hurricane_harvey/6_9_2017/905486837162147841_0.jpg	vehicle_damage	vehicle_damage	vehicle_damage	Positive	damage_report
iraq_iran_earthquake	930570718168928256	930570718168928256_0	Devastating Earthquake Near Iran-Iraq Bоrder Has Left Survivоrs Phуsicallу and… https://t.co/pHjOxxatUe https://t.co/uCsjf5BfPs	data_image/iraq_iran_earthquake/14_11_2017/930570718168928256_0.jpg	infrastructure_and_utility_damage	affected_individuals	infrastructure_and_utility_damage	Negative	emergency_response
hurricane_maria	910726543541972992	910726543541972992_0	First pictures out of St. Croix and Vieques show the devastating Hurricane Maria damage https://t.co/h7swIM1jxh https://t.co/iaxUCfabTa	data_image/hurricane_maria/21_9_2017/910726543541972992_0.jpg	infrastructure_and_utility_damage	infrastructure_and_utility_damage	infrastructure_and_utility_damage	Positive	damage_report
